filename,name,color,size,gender,category,is_new,purchase_url
Aren 맥시 모노그램 레더 E_W 숄더백_Orangeade_S 1.png,Aren 맥시 모노그램 레더 E/W 숄더백,Orangeade,S,FEMALE,숄더백&크로스백,TRUE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%88%84%EB%8D%94%EB%B0%B1-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/aren-%EB%A7%A5%EC%8B%9C-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-%EB%A0%88%EB%8D%94-e%2Fw-%EC%88%84%EB%8D%94%EB%B0%B1/MWSGSTA01OQ001.html
Aren 맥시 모노그램 레더 베니티 케이스_Black_Mini 1.png,Aren 맥시 모노그램 레더 베니티 케이스,Black,Mini,FEMALE,탑 핸들백,FALSE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%88%84%EB%8D%94%EB%B0%B1-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/aren-%EB%A7%A5%EC%8B%9C-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-%EB%A0%88%EB%8D%94-%EB%B2%A0%EB%8B%88%ED%8B%B0-%EC%BC%80%EC%9D%B4%EC%8A%A4/MWRGSTA01BK001.html
Aren 맥시 모노그램 레더 베니티 케이스_Lotus_Mini 1.png,Aren 맥시 모노그램 레더 베니티 케이스,Lotus,Mini,FEMALE,탑 핸들백,TRUE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%88%84%EB%8D%94%EB%B0%B1-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/aren-%EB%A7%A5%EC%8B%9C-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-%EB%A0%88%EB%8D%94-%EB%B2%A0%EB%8B%88%ED%8B%B0-%EC%BC%80%EC%9D%B4%EC%8A%A4/MWRGSTA01BK001.html
Aren 맥시 모노그램 레더 베니티 케이스_Orangeade_Mini 1.png,Aren 맥시 모노그램 레더 베니티 케이스,Orangeade,Mini,FEMALE,탑 핸들백,FALSE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%88%84%EB%8D%94%EB%B0%B1-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/aren-%EB%A7%A5%EC%8B%9C-%EB%AA%A8%EB%85%B8%EA%B7%B8%EB%9E%A8-%EB%A0%88%EB%8D%94-%EB%B2%A0%EB%8B%88%ED%8B%B0-%EC%BC%80%EC%9D%B4%EC%8A%A4/MWRGSTA01OQ001.html
Aren 비세토스 E_W 숄더백_Beige+Black_S 1.png,Aren 비세토스 E/W 숄더백,Beige+Black,S,FEMALE,숄더백&크로스백,TRUE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%88%84%EB%8D%94%EB%B0%B1-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-e%2Fw-%EC%88%84%EB%8D%94%EB%B0%B1/MWSGATA01I8001.html
Aren 비세토스 E_W 숄더백_cognac_S 1.png,Aren 비세토스 E/W 숄더백,cognac,S,FEMALE,숄더백&크로스백,FALSE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%88%84%EB%8D%94%EB%B0%B1-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-e%2Fw-%EC%88%84%EB%8D%94%EB%B0%B1/MWSGSTA02CO001.html
Aren 비세토스 드로우스트링 백팩_Beige+Black_Mini 1.png,Aren 비세토스 드로우스트링 백팩,Beige,Mini,FEMALE,백팩,TRUE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%B0%B1%ED%8C%A9-%EB%B2%A8%ED%8A%B8%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EB%93%9C%EB%A1%9C%EC%9A%B0%EC%8A%A4%ED%8A%B8%EB%A7%81-%EB%B0%B1%ED%8C%A9/MWKGATA02I8001.html
Aren 비세토스 드로우스트링 백팩_Cognac_Mini 1.png,Aren 비세토스 드로우스트링 백팩,Cognac,Mini,FEMALE,백팩,FALSE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%B0%B1%ED%8C%A9-%EB%B2%A8%ED%8A%B8%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EB%93%9C%EB%A1%9C%EC%9A%B0%EC%8A%A4%ED%8A%B8%EB%A7%81-%EB%B0%B1%ED%8C%A9/MWKFATA02CO001.html
Aren 비세토스 드로우스트링 백팩_Soft Pink_Mini 1.png,Aren 비세토스 드로우스트링 백팩,Soft Pink,Mini,FEMALE,백팩,FALSE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EB%B0%B1%ED%8C%A9-%EB%B2%A8%ED%8A%B8%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EB%93%9C%EB%A1%9C%EC%9A%B0%EC%8A%A4%ED%8A%B8%EB%A7%81-%EB%B0%B1%ED%8C%A9/MWKFATA02PZ001.html
Aren 비세토스 레더 믹스 베니티 케이스_Black_S 1.png,Aren 비세토스 레더 믹스 베니티 케이스,Black,S,FEMALE,탑 핸들백,TRUE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%88%84%EB%8D%94%EB%B0%B1-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EB%A0%88%EB%8D%94-%EB%AF%B9%EC%8A%A4-%EB%B2%A0%EB%8B%88%ED%8B%B0-%EC%BC%80%EC%9D%B4%EC%8A%A4/MWRGATA05BK001.html
Aren 비세토스 레더 믹스 베니티 케이스_Cognac_S 1.png,Aren 비세토스 레더 믹스 베니티 케이스,Cognac,S,FEMALE,탑 핸들백,TRUE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%88%84%EB%8D%94%EB%B0%B1-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EB%A0%88%EB%8D%94-%EB%AF%B9%EC%8A%A4-%EB%B2%A0%EB%8B%88%ED%8B%B0-%EC%BC%80%EC%9D%B4%EC%8A%A4/MWRGATA05BK001.html
Aren 비세토스 스쿨 토트_Black_S 1.png,Aren 비세토스 스쿨 토트,Black,S,FEMALE,토트백&쇼퍼백,TRUE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%88%84%EB%8D%94%EB%B0%B1-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EB%A0%88%EB%8D%94-%EB%AF%B9%EC%8A%A4-%EB%B2%A0%EB%8B%88%ED%8B%B0-%EC%BC%80%EC%9D%B4%EC%8A%A4/MWRGATA05BK001.html
Aren 비세토스 스쿨 토트_Cinnamon_S 1.png,Aren 비세토스 스쿨 토트,Cinnamon,S,FEMALE,토트백&쇼퍼백,TRUE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%87%BC%ED%8D%BC-%ED%86%A0%ED%8A%B8%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%8A%A4%EC%BF%A8-%ED%86%A0%ED%8A%B8/MWTFATA02CO001.html
Aren 비세토스 스쿨 토트_Cognac_M 1.png,Aren 비세토스 스쿨 토트,Cognac,L,FEMALE,토트백&쇼퍼백,FALSE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%87%BC%ED%8D%BC-%ED%86%A0%ED%8A%B8%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%8A%A4%EC%BF%A8-%ED%86%A0%ED%8A%B8/MWTFATA02CO001.html
Aren 비세토스 스쿨 토트_Cognac_S 1.png,Aren 비세토스 스쿨 토트,Cognac,S,FEMALE,토트백&쇼퍼백,FALSE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%87%BC%ED%8D%BC-%ED%86%A0%ED%8A%B8%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%8A%A4%EC%BF%A8-%ED%86%A0%ED%8A%B8/MWTFATA02CO001.html
Aren 비세토스 스쿨 토트_Soft Pink_S 1.png,Aren 비세토스 스쿨 토트,Soft Pink,S,FEMALE,토트백&쇼퍼백,FALSE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%87%BC%ED%8D%BC-%ED%86%A0%ED%8A%B8%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%8A%A4%EC%BF%A8-%ED%86%A0%ED%8A%B8/MWTFATA02CO001.html
Aren 비세토스 슬링백_Khaki Moss_Mini 1.png,Aren 비세토스 슬링백,Khaki Moss,Mini,MALE,숄더백&크로스백,TRUE,https://kr.mcmworldwide.com/ko_KR/%EB%82%A8%EC%84%B1/%EA%B0%80%EB%B0%A9/%EB%B0%B1%ED%8C%A9/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EC%8A%AC%EB%A7%81%EB%B0%B1/MMLGATA05K8001.html
Aren 비세토스 트라이엥글 크로스바디_Cognac_Mini 1.png,Aren 비세토스 트라이엥글 크로스바디,Cognac,Mini,FEMALE,숄더백&크로스백,TRUE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%ED%81%B4%EB%9F%AC%EC%B9%98-%ED%8C%8C%EC%9A%B0%EC%B9%98/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%ED%8A%B8%EB%9D%BC%EC%9D%B4%EC%97%A5%EA%B8%80-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%94%EB%94%94/MYZGATA05CO001.html
Aren 비세토스 E_W 숄더백_Soft Pink_S 1.png,Aren 비세토스 E/W 숄더백,Soft Pink,S,FEMALE,숄더백&크로스백,TRUE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%88%84%EB%8D%94%EB%B0%B1-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/aren-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-e%2Fw-%EC%88%84%EB%8D%94%EB%B0%B1/MWSGATA01PZ001.html
Dessau 비세토스 드로우스트링 백_Black_M 1.png,Dessau 비세토스 드로우스트링 백,Black,M,FEMALE,숄더백&크로스백,TRUE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%88%84%EB%8D%94%EB%B0%B1-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/dessau-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EB%93%9C%EB%A1%9C%EC%9A%B0%EC%8A%A4%ED%8A%B8%EB%A7%81-%EB%B0%B1/MWDGADU02BK001.html
Dessau 비세토스 드로우스트링 백_Cognac_M 1.png,Dessau 비세토스 드로우스트링 백,Cognac,M,FEMALE,숄더백&크로스백,FALSE,https://kr.mcmworldwide.com/ko_KR/%EC%97%AC%EC%84%B1/%ED%95%B8%EB%93%9C%EB%B0%B1/%EC%88%84%EB%8D%94%EB%B0%B1-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1/dessau-%EB%B9%84%EC%84%B8%ED%86%A0%EC%8A%A4-%EB%93%9C%EB%A1%9C%EC%9A%B0%EC%8A%A4%ED%8A%B8%EB%A7%81-%EB%B0%B1/MWDGADU02BK001.html
